ANO_EXERCICIO;COD_REFERENCIA;COD_ORUN_O;COD_ORUN_U;COD_ESFE;COD_FUNC;COD_SBFU;COD_PROG;COD_ACAO;COD_LOCG;COD_MOMENTO
2008;891306;26000O;26101U;10;12;121;1067;11T40000;11T40001;1
2008;891197;26000O;26101U;10;12;121;1067;11T40000;;1
2008;848214;26000O;26101U;10;12;122;0750;09HB0000;09HB0001;5
2008;845776;26000O;26101U;10;12;122;0750;09HB0000;;5
2008;830424;26000O;26101U;10;12;122;0750;20000000;20000053;1
2008;830424;26000O;26101U;10;12;122;0750;20000000;20000053;5
2008;130044;26000O;26101U;10;12;122;0750;20000000;;1
2008;130044;26000O;26101U;10;12;122;0750;20000000;;5
2008;848222;26000O;26101U;10;12;122;1060;22720000;22720001;1
2008;848222;26000O;26101U;10;12;122;1060;22720000;22720001;5
2008;845784;26000O;26101U;10;12;122;1060;22720000;;1
2008;845784;26000O;26101U;10;12;122;1060;22720000;;5
2008;848264;26000O;26101U;10;12;122;1062;22720000;22720001;1
2008;848264;26000O;26101U;10;12;122;1062;22720000;22720001;5
2008;845825;26000O;26101U;10;12;122;1062;22720000;;1
2008;845825;26000O;26101U;10;12;122;1062;22720000;;5
2008;830651;26000O;26101U;10;12;122;1067;20140000;20140001;1
2008;828128;26000O;26101U;10;12;122;1067;20140000;;1
2008;848562;26000O;26101U;10;12;122;1067;22720000;22720001;1
2008;848562;26000O;26101U;10;12;122;1067;22720000;22720001;5
2008;846122;26000O;26101U;10;12;122;1067;22720000;;1
2008;846122;26000O;26101U;10;12;122;1067;22720000;;5
2008;830652;26000O;26101U;10;12;122;1067;40810000;40810001;1
2008;828129;26000O;26101U;10;12;122;1067;40810000;;1
2008;830679;26000O;26101U;10;12;122;1067;40820000;40820001;1
2008;828092;26000O;26101U;10;12;122;1067;40820000;;1
2008;830682;26000O;26101U;10;12;122;1067;40830000;40830001;1
2008;828096;26000O;26101U;10;12;122;1067;40830000;;1
2008;848566;26000O;26101U;10;12;122;1067;82410000;82410001;1
2008;846126;26000O;26101U;10;12;122;1067;82410000;;1
2008;848567;26000O;26101U;10;12;122;1067;82550000;82550001;1
2008;846127;26000O;26101U;10;12;122;1067;82550000;;1
2008;848560;26000O;26101U;10;12;122;1067;83730000;83730001;1
2008;846120;26000O;26101U;10;12;122;1067;83730000;;1
2008;848599;26000O;26101U;10;12;122;1073;22720000;22720001;1
2008;848599;26000O;26101U;10;12;122;1073;22720000;22720001;5
2008;846147;26000O;26101U;10;12;122;1073;22720000;;1
2008;846147;26000O;26101U;10;12;122;1073;22720000;;5
2008;848794;26000O;26101U;10;12;122;1374;22720000;22720001;1
2008;848794;26000O;26101U;10;12;122;1374;22720000;22720001;5
2008;846342;26000O;26101U;10;12;122;1374;22720000;;1
2008;846342;26000O;26101U;10;12;122;1374;22720000;;5
2008;848900;26000O;26101U;10;12;122;1377;22720000;22720001;1
2008;848900;26000O;26101U;10;12;122;1377;22720000;22720001;5
2008;846441;26000O;26101U;10;12;122;1377;22720000;;1
2008;846441;26000O;26101U;10;12;122;1377;22720000;;5
2008;896866;26000O;26101U;10;12;122;1448;22720000;22720001;1
2008;896865;26000O;26101U;10;12;122;1448;22720000;;1
2008;871309;26000O;26101U;10;12;126;1067;41720000;41720001;1
2008;871161;26000O;26101U;10;12;126;1067;41720000;;1
2008;891380;26000O;26101U;10;12;128;1061;84340000;84340001;1
2008;891148;26000O;26101U;10;12;128;1061;84340000;;1
2008;830683;26000O;26101U;10;12;128;1067;45720000;45720001;1
2008;828097;26000O;26101U;10;12;128;1067;45720000;;1
2008;830815;26000O;26101U;10;12;131;1060;46410000;46410001;1
2008;828015;26000O;26101U;10;12;131;1060;46410000;;1
2008;830816;26000O;26101U;10;12;131;1062;46410000;46410001;1
2008;828016;26000O;26101U;10;12;131;1062;46410000;;1
2008;836350;26000O;26101U;10;12;131;1067;46410000;46410001;1
2008;836349;26000O;26101U;10;12;131;1067;46410000;;1
2008;848793;26000O;26101U;10;12;131;1374;46410000;46410001;1
2008;846341;26000O;26101U;10;12;131;1374;46410000;;1
2008;883130;26000O;26101U;10;12;212;0681;0E440000;0E440056;1
2008;882448;26000O;26101U;10;12;212;0681;0E440000;;1
2008;241575;26000O;26101U;10;12;212;0681;00570000;00570001;1
2008;241563;26000O;26101U;10;12;212;0681;00570000;;1
2008;888972;26000O;26101U;10;12;212;0681;007B0000;007B0001;1
2008;888971;26000O;26101U;10;12;212;0681;007B0000;;1
2008;221621;26000O;26101U;10;12;212;0681;01450000;01450001;1
2008;234206;26000O;26101U;10;12;212;0681;01450000;;1
2008;221613;26000O;26101U;10;12;212;0681;01530000;01530001;1
2008;130030;26000O;26101U;10;12;212;0681;01530000;;1
2008;888999;26000O;26101U;10;12;212;0681;01910000;01910001;1
2008;888998;26000O;26101U;10;12;212;0681;01910000;;1
2008;808993;26000O;26101U;10;12;212;0681;03640000;03640001;1
2008;808960;26000O;26101U;10;12;212;0681;03640000;;1
2008;830420;26000O;26101U;10;12;306;0750;20120000;20120053;4
2008;828211;26000O;26101U;10;12;306;0750;20120000;;4
2008;830417;26000O;26101U;10;12;331;0750;20110000;20110053;4
2008;828208;26000O;26101U;10;12;331;0750;20110000;;4
2008;880487;26000O;26101U;10;12;363;1062;1H070000;1H070101;1
2008;880418;26000O;26101U;10;12;363;1062;1H070000;;1
2008;891385;26000O;26101U;10;12;363;1062;1I710000;1I710101;1
2008;880424;26000O;26101U;10;12;363;1062;1I710000;;1
2008;891387;26000O;26101U;10;12;363;1062;1I730000;1I730101;1
2008;880425;26000O;26101U;10;12;363;1062;1I730000;;1
2008;891388;26000O;26101U;10;12;363;1062;1I740000;1I740101;1
2008;880426;26000O;26101U;10;12;363;1062;1I740000;;1
2008;881390;26000O;26101U;10;12;363;1062;1I750000;1I750101;1
2008;880427;26000O;26101U;10;12;363;1062;1I750000;;1
2008;880498;26000O;26101U;10;12;363;1062;1I770000;1I770011;1
2008;880428;26000O;26101U;10;12;363;1062;1I770000;;1
2008;880499;26000O;26101U;10;12;363;1062;1I780000;1I780101;1
2008;880429;26000O;26101U;10;12;363;1062;1I780000;;1
2008;891386;26000O;26101U;10;12;363;1062;10FJ0000;10FJ0101;1
2008;891157;26000O;26101U;10;12;363;1062;10FJ0000;;1
2008;891531;26000O;26101U;10;12;363;1062;10FU0000;10FU0053;1
2008;891189;26000O;26101U;10;12;363;1062;10FU0000;;1
2008;896948;26000O;26101U;10;12;363;1062;20AW0000;20AW0001;1
2008;896947;26000O;26101U;10;12;363;1062;20AW0000;;1
2008;832855;26000O;26101U;10;12;363;1062;63530000;63530001;1
2008;830211;26000O;26101U;10;12;363;1062;63530000;;1
2008;894604;26000O;26101U;10;12;363;1062;63580000;63580001;1
2008;894601;26000O;26101U;10;12;363;1062;63580000;;1
2008;832969;26000O;26101U;10;12;363;1062;63800000;63800001;1
2008;832965;26000O;26101U;10;12;363;1062;63800000;;1
2008;891532;26000O;26101U;10;12;363;1062;86500000;86500001;1
2008;891190;26000O;26101U;10;12;363;1062;86500000;;1
2008;891533;26000O;26101U;10;12;363;1062;86520000;86520001;1
2008;891191;26000O;26101U;10;12;363;1062;86520000;;1
2008;869923;26000O;26101U;10;12;364;1073;0A120000;0A120001;1
2008;869922;26000O;26101U;10;12;364;1073;0A120000;;1
2008;891307;26000O;26101U;10;12;364;1073;009E0000;009E0001;1
2008;891199;26000O;26101U;10;12;364;1073;009E0000;;1
2008;880560;26000O;26101U;10;12;364;1073;1H960000;1H960043;1
2008;880477;26000O;26101U;10;12;364;1073;1H960000;;1
2008;897013;26000O;26101U;10;12;364;1073;40020000;40020001;1
2008;897012;26000O;26101U;10;12;364;1073;40020000;;1
2008;830649;26000O;26101U;10;12;364;1073;40050000;40050001;1
2008;828126;26000O;26101U;10;12;364;1073;40050000;;1
2008;830694;26000O;26101U;10;12;364;1073;44130000;44130001;1
2008;828108;26000O;26101U;10;12;364;1073;44130000;;1
2008;830631;26000O;26101U;10;12;364;1073;63280000;63280001;1
2008;828150;26000O;26101U;10;12;364;1073;63280000;;1
2008;830645;26000O;26101U;10;12;364;1073;63440000;63440001;1
2008;828122;26000O;26101U;10;12;364;1073;63440000;;1
2008;891547;26000O;26101U;10;12;364;1073;82820000;82820001;1
2008;891200;26000O;26101U;10;12;364;1073;82820000;;1
2008;848598;26000O;26101U;10;12;364;1073;85510000;85510001;1
2008;846146;26000O;26101U;10;12;364;1073;85510000;;1
2008;880569;26000O;26101U;10;12;364;1377;2C680000;2C680001;1
2008;880484;26000O;26101U;10;12;364;1377;2C680000;;1
2008;830414;26000O;26101U;10;12;365;0750;20100000;20100053;4
2008;828205;26000O;26101U;10;12;365;0750;20100000;;4
2008;891275;26000O;26101U;10;12;366;1060;85260000;85260001;1
2008;891130;26000O;26101U;10;12;366;1060;85260000;;1
2008;848792;26000O;26101U;10;12;367;1374;83710000;83710001;1
2008;846340;26000O;26101U;10;12;367;1374;83710000;;1
2008;871294;26000O;26101U;10;28;843;0905;02830000;02830001;7
2008;871148;26000O;26101U;10;28;843;0905;02830000;;7
2008;871295;26000O;26101U;10;28;844;0906;02840000;02840001;7
2008;871149;26000O;26101U;10;28;844;0906;02840000;;7
2008;227757;26000O;26101U;20;09;272;0089;01810000;01810001;5
2008;130034;26000O;26101U;20;09;272;0089;01810000;;5
2008;830411;26000O;26101U;20;12;301;0750;20040000;20040053;4
2008;828202;26000O;26101U;20;12;301;0750;20040000;;4
2008;832970;26000O;26101U;20;12;302;1073;63790000;63790001;1
2008;832963;26000O;26101U;20;12;302;1073;63790000;;1
2008;848246;26000O;26104U;10;12;122;1374;09HB0000;09HB0001;5
2008;845808;26000O;26104U;10;12;122;1374;09HB0000;;5
2008;831984;26000O;26104U;10;12;128;1067;45720000;45720033;1
2008;829307;26000O;26104U;10;12;128;1067;45720000;;1
2008;848791;26000O;26104U;10;12;128;1374;63190000;63190001;1
2008;846339;26000O;26104U;10;12;128;1374;63190000;;1
2008;830669;26000O;26104U;10;12;306;0750;20120000;20120033;4
2008;828082;26000O;26104U;10;12;306;0750;20120000;;4
2008;830668;26000O;26104U;10;12;331;0750;20110000;20110033;4
2008;828081;26000O;26104U;10;12;331;0750;20110000;;4
2008;830667;26000O;26104U;10;12;365;0750;20100000;20100033;4
2008;828080;26000O;26104U;10;12;365;0750;20100000;;4
2008;891545;26000O;26104U;10;12;367;1374;61410000;61410033;1
2008;891227;26000O;26104U;10;12;367;1374;61410000;;1
2008;848788;26000O;26104U;10;12;367;1374;63210000;63210101;1
2008;848788;26000O;26104U;10;12;367;1374;63210000;63210101;5
2008;846336;26000O;26104U;10;12;367;1374;63210000;;1
2008;846336;26000O;26104U;10;12;367;1374;63210000;;5
2008;848786;26000O;26104U;10;12;573;1374;82430000;82430001;1
2008;846334;26000O;26104U;10;12;573;1374;82430000;;1
2008;152339;26000O;26104U;20;09;272;0089;01810000;01810033;5
2008;130118;26000O;26104U;20;09;272;0089;01810000;;5
2008;830666;26000O;26104U;20;12;301;0750;20040000;20040033;4
2008;828079;26000O;26104U;20;12;301;0750;20040000;;4
2008;894613;26000O;26105U;10;12;122;0750;09HB0000;09HB0001;5
2008;894612;26000O;26105U;10;12;122;0750;09HB0000;;5
2008;893182;26000O;26105U;10;12;122;1374;09HB0000;09HB0001;5
2008;845809;26000O;26105U;10;12;122;1374;09HB0000;;5
2008;831985;26000O;26105U;10;12;128;1067;45720000;45720033;1
2008;829308;26000O;26105U;10;12;128;1067;45720000;;1
2008;830673;26000O;26105U;10;12;306;0750;20120000;20120033;4
2008;828086;26000O;26105U;10;12;306;0750;20120000;;4
2008;830672;26000O;26105U;10;12;331;0750;20110000;20110033;4
2008;828085;26000O;26105U;10;12;331;0750;20110000;;4
2008;830607;26000O;26105U;10;12;364;1073;40050000;40050033;1
2008;828134;26000O;26105U;10;12;364;1073;40050000;;1
2008;830671;26000O;26105U;10;12;365;0750;20100000;20100033;4
2008;828084;26000O;26105U;10;12;365;0750;20100000;;4
2008;848787;26000O;26105U;10;12;367;1374;61350000;61350033;1
2008;846335;26000O;26105U;10;12;367;1374;61350000;;1
2008;848785;26000O;26105U;10;12;367;1374;63180000;63180033;1
2008;848785;26000O;26105U;10;12;367;1374;63180000;63180033;5
2008;846333;26000O;26105U;10;12;367;1374;63180000;;1
2008;846333;26000O;26105U;10;12;367;1374;63180000;;5
2008;891565;26000O;26105U;10;12;573;1374;82430000;82430001;1
2008;891233;26000O;26105U;10;12;573;1374;82430000;;1
2008;210849;26000O;26105U;20;09;272;0089;01810000;01810033;5
2008;130150;26000O;26105U;20;09;272;0089;01810000;;5
2008;830670;26000O;26105U;20;12;301;0750;20040000;20040033;4
2008;828083;26000O;26105U;20;12;301;0750;20040000;;4
2008;891317;26000O;26201U;10;12;122;1061;09HB0000;09HB0001;5
2008;891152;26000O;26201U;10;12;122;1061;09HB0000;;5
2008;831986;26000O;26201U;10;12;128;1067;45720000;45720033;1
2008;829309;26000O;26201U;10;12;128;1067;45720000;;1
2008;830677;26000O;26201U;10;12;306;0750;20120000;20120033;4
2008;828090;26000O;26201U;10;12;306;0750;20120000;;4
2008;830676;26000O;26201U;10;12;331;0750;20110000;20110033;4
2008;828089;26000O;26201U;10;12;331;0750;20110000;;4
2008;830678;26000O;26201U;10;12;361;1061;40010000;40010033;1
2008;830678;26000O;26201U;10;12;361;1061;40010000;40010033;5
2008;828091;26000O;26201U;10;12;361;1061;40010000;;1
2008;828091;26000O;26201U;10;12;361;1061;40010000;;5
2008;830528;26000O;26201U;10;12;362;1061;29910000;29910033;1
2008;830528;26000O;26201U;10;12;362;1061;29910000;29910033;5
2008;828184;26000O;26201U;10;12;362;1061;29910000;;1
2008;828184;26000O;26201U;10;12;362;1061;29910000;;5
2008;830675;26000O;26201U;10;12;365;0750;20100000;20100033;4
2008;828088;26000O;26201U;10;12;365;0750;20100000;;4
2008;830389;26000O;26201U;10;28;846;0901;00050000;00050033;8
2008;236616;26000O;26201U;10;28;846;0901;00050000;;8
2008;152463;26000O;26201U;20;09;272;0089;01810000;01810033;5
2008;130186;26000O;26201U;20;09;272;0089;01810000;;5
2008;894771;26000O;26201U;20;12;301;0750;20040000;20040031;4
2008;894656;26000O;26201U;20;12;301;0750;20040000;;4
2008;848487;26000O;26202U;10;12;122;1062;09HB0000;09HB0001;5
2008;846047;26000O;26202U;10;12;122;1062;09HB0000;;5
2008;830469;26000O;26202U;10;12;128;1067;45720000;45720027;1
2008;828035;26000O;26202U;10;12;128;1067;45720000;;1
2008;832424;26000O;26202U;10;12;306;0750;20120000;20120027;4
2008;829781;26000O;26202U;10;12;306;0750;20120000;;4
2008;832300;26000O;26202U;10;12;331;0750;20110000;20110027;4
2008;829657;26000O;26202U;10;12;331;0750;20110000;;4
2008;831345;26000O;26202U;10;12;362;1061;29910000;29910027;1
2008;831345;26000O;26202U;10;12;362;1061;29910000;29910027;5
2008;828694;26000O;26202U;10;12;362;1061;29910000;;1
2008;828694;26000O;26202U;10;12;362;1061;29910000;;5
2008;891406;26000O;26202U;10;12;363;1062;1H100000;1H100327;1
2008;891407;26000O;26202U;10;12;363;1062;1H100000;1H100457;1
2008;891405;26000O;26202U;10;12;363;1062;1H100000;1H100495;1
2008;891408;26000O;26202U;10;12;363;1062;1H100000;1H100501;1
2008;891159;26000O;26202U;10;12;363;1062;1H100000;;1
2008;830937;26000O;26202U;10;12;363;1062;29920000;29920027;1
2008;830937;26000O;26202U;10;12;363;1062;29920000;29920027;5
2008;828249;26000O;26202U;10;12;363;1062;29920000;;1
2008;828249;26000O;26202U;10;12;363;1062;29920000;;5
2008;830821;26000O;26202U;10;12;363;1062;29940000;29940027;1
2008;828021;26000O;26202U;10;12;363;1062;29940000;;1
2008;848283;26000O;26202U;10;12;363;1062;63010000;63010027;1
2008;845844;26000O;26202U;10;12;363;1062;63010000;;1
2008;832176;26000O;26202U;10;12;365;0750;20100000;20100027;4
2008;829516;26000O;26202U;10;12;365;0750;20100000;;4
2008;896964;26000O;26202U;10;28;846;0901;00050000;00050033;8
2008;896963;26000O;26202U;10;28;846;0901;00050000;;8
2008;206485;26000O;26202U;20;09;272;0089;01810000;01810027;5
2008;130202;26000O;26202U;20;09;272;0089;01810000;;5
2008;832052;26000O;26202U;20;12;301;0750;20040000;20040027;4
2008;829392;26000O;26202U;20;12;301;0750;20040000;;4
2008;848488;26000O;26203U;10;12;122;1062;09HB0000;09HB0001;5
2008;846048;26000O;26203U;10;12;122;1062;09HB0000;;5
2008;830719;26000O;26203U;10;12;128;1067;45720000;45720013;1
2008;828036;26000O;26203U;10;12;128;1067;45720000;;1
2008;832425;26000O;26203U;10;12;306;0750;20120000;20120013;4
2008;829782;26000O;26203U;10;12;306;0750;20120000;;4
2008;832301;26000O;26203U;10;12;331;0750;20110000;20110013;4
2008;829658;26000O;26203U;10;12;331;0750;20110000;;4
2008;831346;26000O;26203U;10;12;362;1061;29910000;29910013;1
2008;831346;26000O;26203U;10;12;362;1061;29910000;29910013;5
2008;828695;26000O;26203U;10;12;362;1061;29910000;;1
2008;828695;26000O;26203U;10;12;362;1061;29910000;;5
2008;891473;26000O;26203U;10;12;363;1062;1H100000;1H100445;1
2008;891474;26000O;26203U;10;12;363;1062;1H100000;1H100459;1
2008;891481;26000O;26203U;10;12;363;1062;1H100000;1H100485;1
2008;891475;26000O;26203U;10;12;363;1062;1H100000;1H100515;1
2008;891482;26000O;26203U;10;12;363;1062;1H100000;1H100547;1
2008;891178;26000O;26203U;10;12;363;1062;1H100000;;1
2008;830938;26000O;26203U;10;12;363;1062;29920000;29920013;1
2008;830938;26000O;26203U;10;12;363;1062;29920000;29920013;5
2008;828250;26000O;26203U;10;12;363;1062;29920000;;1
2008;828250;26000O;26203U;10;12;363;1062;29920000;;5
2008;830822;26000O;26203U;10;12;363;1062;29940000;29940013;1
2008;828022;26000O;26203U;10;12;363;1062;29940000;;1
2008;848286;26000O;26203U;10;12;363;1062;63010000;63010013;1
2008;845847;26000O;26203U;10;12;363;1062;63010000;;1
2008;832177;26000O;26203U;10;12;365;0750;20100000;20100013;4
2008;829517;26000O;26203U;10;12;365;0750;20100000;;4
2008;830390;26000O;26203U;10;28;846;0901;00050000;00050013;8
2008;236620;26000O;26203U;10;28;846;0901;00050000;;8
2008;152633;26000O;26203U;20;09;272;0089;01810000;01810013;5
2008;130234;26000O;26203U;20;09;272;0089;01810000;;5
2008;832053;26000O;26203U;20;12;301;0750;20040000;20040013;4
2008;829393;26000O;26203U;20;12;301;0750;20040000;;4
2008;848489;26000O;26205U;10;12;122;1062;09HB0000;09HB0001;5
2008;846049;26000O;26205U;10;12;122;1062;09HB0000;;5
2008;832427;26000O;26205U;10;12;306;0750;20120000;20120033;4
2008;829784;26000O;26205U;10;12;306;0750;20120000;;4
2008;832303;26000O;26205U;10;12;331;0750;20110000;20110033;4
2008;829660;26000O;26205U;10;12;331;0750;20110000;;4
2008;831347;26000O;26205U;10;12;362;1061;29910000;29910033;1
2008;831347;26000O;26205U;10;12;362;1061;29910000;29910033;5
2008;828696;26000O;26205U;10;12;362;1061;29910000;;1
2008;828696;26000O;26205U;10;12;362;1061;29910000;;5
2008;891412;26000O;26205U;10;12;363;1062;1H100000;1H100355;1
2008;891413;26000O;26205U;10;12;363;1062;1H100000;1H100429;1
2008;891162;26000O;26205U;10;12;363;1062;1H100000;;1
2008;831048;26000O;26205U;10;12;363;1062;23190000;23190033;1
2008;828369;26000O;26205U;10;12;363;1062;23190000;;1
2008;830939;26000O;26205U;10;12;363;1062;29920000;29920033;1
2008;830939;26000O;26205U;10;12;363;1062;29920000;29920033;5
2008;828251;26000O;26205U;10;12;363;1062;29920000;;1
2008;828251;26000O;26205U;10;12;363;1062;29920000;;5
2008;830823;26000O;26205U;10;12;363;1062;29940000;29940033;1
2008;828023;26000O;26205U;10;12;363;1062;29940000;;1
2008;848338;26000O;26205U;10;12;363;1062;63580000;63580033;1
2008;845899;26000O;26205U;10;12;363;1062;63580000;;1
2008;832179;26000O;26205U;10;12;365;0750;20100000;20100033;4
2008;829519;26000O;26205U;10;12;365;0750;20100000;;4
2008;830391;26000O;26205U;10;28;846;0901;00050000;00050033;8
2008;787321;26000O;26205U;10;28;846;0901;00050000;;8
2008;206727;26000O;26205U;20;09;272;0089;01810000;01810033;5
2008;130268;26000O;26205U;20;09;272;0089;01810000;;5
2008;832055;26000O;26205U;20;12;301;0750;20040000;20040033;4
2008;829395;26000O;26205U;20;12;301;0750;20040000;;4
2008;848490;26000O;26206U;10;12;122;1062;09HB0000;09HB0001;5
2008;846050;26000O;26206U;10;12;122;1062;09HB0000;;5
2008;894638;26000O;26206U;10;12;128;1067;45720000;45720023;1
2008;894637;26000O;26206U;10;12;128;1067;45720000;;1
2008;832428;26000O;26206U;10;12;306;0750;20120000;20120023;4
2008;829785;26000O;26206U;10;12;306;0750;20120000;;4
2008;832304;26000O;26206U;10;12;331;0750;20110000;20110023;4
2008;829661;26000O;26206U;10;12;331;0750;20110000;;4
2008;891483;26000O;26206U;10;12;363;1062;1H100000;1H100303;1
2008;891486;26000O;26206U;10;12;363;1062;1H100000;1H100365;1
2008;891484;26000O;26206U;10;12;363;1062;1H100000;1H100385;1
2008;891487;26000O;26206U;10;12;363;1062;1H100000;1H100449;1
2008;891485;26000O;26206U;10;12;363;1062;1H100000;1H100519;1
2008;891488;26000O;26206U;10;12;363;1062;1H100000;1H100543;1
2008;891179;26000O;26206U;10;12;363;1062;1H100000;;1
2008;831049;26000O;26206U;10;12;363;1062;23190000;23190023;1
2008;828370;26000O;26206U;10;12;363;1062;23190000;;1
2008;830940;26000O;26206U;10;12;363;1062;29920000;29920023;1
2008;830940;26000O;26206U;10;12;363;1062;29920000;29920023;5
2008;828252;26000O;26206U;10;12;363;1062;29920000;;1
2008;828252;26000O;26206U;10;12;363;1062;29920000;;5
2008;830824;26000O;26206U;10;12;363;1062;29940000;29940023;1
2008;828024;26000O;26206U;10;12;363;1062;29940000;;1
2008;848304;26000O;26206U;10;12;363;1062;63010000;63010023;1
2008;845865;26000O;26206U;10;12;363;1062;63010000;;1
2008;894640;26000O;26206U;10;12;363;1062;63580000;63580023;1
2008;894639;26000O;26206U;10;12;363;1062;63580000;;1
2008;894636;26000O;26206U;10;12;364;1375;40060000;40060023;1
2008;894636;26000O;26206U;10;12;364;1375;40060000;40060023;5
2008;894635;26000O;26206U;10;12;364;1375;40060000;;1
2008;894635;26000O;26206U;10;12;364;1375;40060000;;5
2008;832180;26000O;26206U;10;12;365;0750;20100000;20100023;4
2008;829520;26000O;26206U;10;12;365;0750;20100000;;4
2008;872613;26000O;26206U;10;28;846;0901;00050000;00050023;8
2008;872604;26000O;26206U;10;28;846;0901;00050000;;8
2008;202895;26000O;26206U;20;09;272;0089;01810000;01810023;5
2008;130300;26000O;26206U;20;09;272;0089;01810000;;5
2008;894772;26000O;26206U;20;12;301;0750;20040000;20040023;4
2008;894657;26000O;26206U;20;12;301;0750;20040000;;4
2008;848491;26000O;26207U;10;12;122;1062;09HB0000;09HB0001;5
2008;846051;26000O;26207U;10;12;122;1062;09HB0000;;5
2008;831989;26000O;26207U;10;12;128;1067;45720000;45720032;1
2008;829312;26000O;26207U;10;12;128;1067;45720000;;1
2008;832429;26000O;26207U;10;12;306;0750;20120000;20120032;4
2008;829786;26000O;26207U;10;12;306;0750;20120000;;4
2008;832305;26000O;26207U;10;12;331;0750;20110000;20110032;4
2008;829662;26000O;26207U;10;12;331;0750;20110000;;4
2008;891489;26000O;26207U;10;12;363;1062;1H100000;1H100321;1
2008;891492;26000O;26207U;10;12;363;1062;1H100000;1H100413;1
2008;891490;26000O;26207U;10;12;363;1062;1H100000;1H100451;1
2008;891493;26000O;26207U;10;12;363;1062;1H100000;1H100471;1
2008;891491;26000O;26207U;10;12;363;1062;1H100000;1H100561;1
2008;891180;26000O;26207U;10;12;363;1062;1H100000;;1
2008;830941;26000O;26207U;10;12;363;1062;29920000;29920032;1
2008;830941;26000O;26207U;10;12;363;1062;29920000;29920032;5
2008;828253;26000O;26207U;10;12;363;1062;29920000;;1
2008;828253;26000O;26207U;10;12;363;1062;29920000;;5
2008;830825;26000O;26207U;10;12;363;1062;29940000;29940032;1
2008;828025;26000O;26207U;10;12;363;1062;29940000;;1
2008;848275;26000O;26207U;10;12;363;1062;63010000;63010032;1
2008;845836;26000O;26207U;10;12;363;1062;63010000;;1
2008;848340;26000O;26207U;10;12;363;1062;63580000;63580032;1
2008;845901;26000O;26207U;10;12;363;1062;63580000;;1
2008;832181;26000O;26207U;10;12;365;0750;20100000;20100032;4
2008;829521;26000O;26207U;10;12;365;0750;20100000;;4
2008;206699;26000O;26207U;20;09;272;0089;01810000;01810032;5
2008;130332;26000O;26207U;20;09;272;0089;01810000;;5
2008;894773;26000O;26207U;20;12;301;0750;20040000;20040032;4
2008;894658;26000O;26207U;20;12;301;0750;20040000;;4
2008;848492;26000O;26208U;10;12;122;1062;09HB0000;09HB0001;5
2008;846052;26000O;26208U;10;12;122;1062;09HB0000;;5
2008;831990;26000O;26208U;10;12;128;1067;45720000;45720052;1
2008;829313;26000O;26208U;10;12;128;1067;45720000;;1
2008;832430;26000O;26208U;10;12;306;0750;20120000;20120052;4
2008;829787;26000O;26208U;10;12;306;0750;20120000;;4
2008;832306;26000O;26208U;10;12;331;0750;20110000;20110052;4
2008;829663;26000O;26208U;10;12;331;0750;20110000;;4
2008;891417;26000O;26208U;10;12;363;1062;1H100000;1H100313;1
2008;891420;26000O;26208U;10;12;363;1062;1H100000;1H100401;1
2008;891418;26000O;26208U;10;12;363;1062;1H100000;1H100435;1
2008;891421;26000O;26208U;10;12;363;1062;1H100000;1H100453;1
2008;891419;26000O;26208U;10;12;363;1062;1H100000;1H100553;1
2008;891164;26000O;26208U;10;12;363;1062;1H100000;;1
2008;831051;26000O;26208U;10;12;363;1062;23190000;23190052;1
2008;828372;26000O;26208U;10;12;363;1062;23190000;;1
2008;830942;26000O;26208U;10;12;363;1062;29920000;29920052;1
2008;830942;26000O;26208U;10;12;363;1062;29920000;29920052;5
2008;828254;26000O;26208U;10;12;363;1062;29920000;;1
2008;828254;26000O;26208U;10;12;363;1062;29920000;;5
2008;830826;26000O;26208U;10;12;363;1062;29940000;29940052;1
2008;828026;26000O;26208U;10;12;363;1062;29940000;;1
2008;848335;26000O;26208U;10;12;363;1062;63010000;63010052;1
2008;845896;26000O;26208U;10;12;363;1062;63010000;;1
2008;832182;26000O;26208U;10;12;365;0750;20100000;20100052;4
2008;829522;26000O;26208U;10;12;365;0750;20100000;;4
2008;881753;26000O;26208U;10;28;846;0901;00050000;00050052;8
2008;881744;26000O;26208U;10;28;846;0901;00050000;;8
2008;203087;26000O;26208U;20;09;272;0089;01810000;01810052;5
2008;130362;26000O;26208U;20;09;272;0089;01810000;;5
2008;832058;26000O;26208U;20;12;301;0750;20040000;20040052;4
2008;829398;26000O;26208U;20;12;301;0750;20040000;;4
2008;848493;26000O;26210U;10;12;122;1062;09HB0000;09HB0001;5
2008;846053;26000O;26210U;10;12;122;1062;09HB0000;;5
2008;894946;26000O;26210U;10;12;128;1067;45720000;45720051;1
2008;894945;26000O;26210U;10;12;128;1067;45720000;;1
2008;832431;26000O;26210U;10;12;306;0750;20120000;20120051;4
2008;829788;26000O;26210U;10;12;306;0750;20120000;;4
2008;832307;26000O;26210U;10;12;331;0750;20110000;20110051;4
2008;829664;26000O;26210U;10;12;331;0750;20110000;;4
2008;831351;26000O;26210U;10;12;362;1061;29910000;29910051;1
2008;831351;26000O;26210U;10;12;362;1061;29910000;29910051;5
2008;828700;26000O;26210U;10;12;362;1061;29910000;;1
2008;828700;26000O;26210U;10;12;362;1061;29910000;;5
